entry_date,exit_date,ticker,gross_ret,gross_pnl,fees,net_pnl
2023-12-25 00:00:00+00:00,2024-01-01 00:00:00+00:00,ROO,-0.006263952627828084,-6.263952627828084,0.0,-6.263952627828084
2023-12-25 00:00:00+00:00,2024-01-01 00:00:00+00:00,ITV,-0.009371040639211903,-9.371040639211902,0.0,-9.371040639211902
2023-12-26 00:00:00+00:00,2024-01-02 00:00:00+00:00,ROO,0.015278797467320304,15.278797467320304,0.0,15.278797467320304
2023-12-26 00:00:00+00:00,2024-01-02 00:00:00+00:00,ITV,-0.00582386567233395,-5.82386567233395,0.0,-5.82386567233395
2023-12-27 00:00:00+00:00,2024-01-03 00:00:00+00:00,AMZN,-0.02626793291574059,-26.267932915740587,0.0,-26.267932915740587
2023-12-27 00:00:00+00:00,2024-01-03 00:00:00+00:00,NVDA,0.009018935769784742,9.018935769784742,0.0,9.018935769784742
2023-12-28 00:00:00+00:00,2024-01-04 00:00:00+00:00,ROO,0.011478484273811818,11.478484273811818,0.0,11.478484273811818
2023-12-28 00:00:00+00:00,2024-01-04 00:00:00+00:00,GOOGL,-0.004841902323082792,-4.841902323082792,0.0,-4.841902323082792
2023-12-29 00:00:00+00:00,2024-01-05 00:00:00+00:00,GOOGL,0.022914987540576304,22.914987540576305,0.0,22.914987540576305
2023-12-29 00:00:00+00:00,2024-01-05 00:00:00+00:00,ROO,-0.012558961159111703,-12.558961159111703,0.0,-12.558961159111703
2024-01-01 00:00:00+00:00,2024-01-08 00:00:00+00:00,ITV,0.004088306518890805,4.088306518890805,0.0,4.088306518890805
2024-01-01 00:00:00+00:00,2024-01-08 00:00:00+00:00,ROO,0.0021367886406307157,2.1367886406307157,0.0,2.1367886406307157
2024-01-02 00:00:00+00:00,2024-01-09 00:00:00+00:00,GOOGL,0.009448874964397502,9.448874964397502,0.0,9.448874964397502
