entry_time,exit_time,entry_price,exit_price,gross_ret,gross_pnl,fees,net_pnl,symbol
2025-01-05 20:30:00+00:00,2025-01-06 02:30:00+00:00,98482.49,98757.01,0.0027875006003604246,2.7875006003604246,9.999999999999999e-05,2.7874006003604244,BTC/USDT
2025-01-06 11:30:00+00:00,2025-01-06 17:30:00+00:00,99248.69,101830.54,0.02601394537298166,26.01394537298166,9.999999999999999e-05,26.01384537298166,BTC/USDT
2025-01-08 16:00:00+00:00,2025-01-08 22:00:00+00:00,95493.77,94468.97,-0.010731590134099878,-10.731590134099878,9.999999999999999e-05,-10.731690134099878,BTC/USDT
2025-01-10 18:00:00+00:00,2025-01-11 00:00:00+00:00,95793.04,94726.1,-0.011137969940195946,-11.137969940195946,9.999999999999999e-05,-11.138069940195946,BTC/USDT
2025-01-13 00:30:00+00:00,2025-01-13 06:30:00+00:00,95261.67,94114.0,-0.012047552809015403,-12.047552809015404,9.999999999999999e-05,-12.047652809015403,BTC/USDT
2025-01-13 13:30:00+00:00,2025-01-13 19:30:00+00:00,91409.96,92172.0,0.008336509500715168,8.336509500715168,9.999999999999999e-05,8.336409500715169,BTC/USDT
2025-01-13 21:00:00+00:00,2025-01-14 03:00:00+00:00,93575.53,94882.65,0.013968609101118587,13.968609101118588,9.999999999999999e-05,13.968509101118588,BTC/USDT
2025-01-15 14:00:00+00:00,2025-01-15 20:00:00+00:00,98963.99,99844.91,0.008901419597168609,8.901419597168609,9.999999999999999e-05,8.901319597168609,BTC/USDT
2025-01-17 02:00:00+00:00,2025-01-17 08:00:00+00:00,101659.8,101440.51,-0.0021570965120923723,-2.157096512092372,9.999999999999999e-05,-2.1571965120923724,BTC/USDT
2025-01-19 10:00:00+00:00,2025-01-19 16:00:00+00:00,105299.81,104936.35,-0.0034516681464096836,-3.4516681464096837,9.999999999999999e-05,-3.451768146409684,BTC/USDT
2025-01-19 20:00:00+00:00,2025-01-20 02:00:00+00:00,106200.0,100692.82,-0.051856685499058315,-51.856685499058315,9.999999999999999e-05,-51.85678549905832,BTC/USDT
2025-01-20 07:00:00+00:00,2025-01-20 13:00:00+00:00,107482.36,106918.83,-0.0052429998745840605,-5.2429998745840605,9.999999999999999e-05,-5.24309987458406,BTC/USDT
2025-01-23 15:00:00+00:00,2025-01-23 21:00:00+00:00,105213.6,103284.01,-0.018339739349285747,-18.339739349285747,9.999999999999999e-05,-18.339839349285747,BTC/USDT
2025-01-27 03:30:00+00:00,2025-01-27 09:30:00+00:00,101816.79,98817.71,-0.0294556526482517,-29.4556526482517,9.999999999999999e-05,-29.4557526482517,BTC/USDT
2025-01-27 13:00:00+00:00,2025-01-27 19:00:00+00:00,100619.68,99180.0,-0.01430813534688237,-14.30813534688237,9.999999999999999e-05,-14.30823534688237,BTC/USDT
2025-01-29 20:00:00+00:00,2025-01-30 02:00:00+00:00,103584.0,104264.15,0.006566168520234729,6.566168520234729,9.999999999999999e-05,6.5660685202347295,BTC/USDT
2025-02-02 20:00:00+00:00,2025-02-03 02:00:00+00:00,98273.17,93436.97,-0.049211804198439894,-49.21180419843989,9.999999999999999e-05,-49.211904198439896,BTC/USDT
2025-02-03 08:00:00+00:00,2025-02-03 14:00:00+00:00,95333.01,94664.52,-0.0070121566496221055,-7.0121566496221055,9.999999999999999e-05,-7.012256649622105,BTC/USDT
2025-02-03 15:00:00+00:00,2025-02-03 21:00:00+00:00,96589.5,101081.4,0.04650505489727138,46.50505489727138,9.999999999999999e-05,46.504954897271375,BTC/USDT
2025-02-07 14:00:00+00:00,2025-02-07 20:00:00+00:00,98828.01,96898.56,-0.019523311255584295,-19.523311255584296,9.999999999999999e-05,-19.523411255584296,BTC/USDT
2025-02-09 20:30:00+00:00,2025-02-10 02:30:00+00:00,96505.62,95591.42,-0.009473023436355282,-9.473023436355282,9.999999999999999e-05,-9.473123436355282,BTC/USDT
2025-02-10 03:30:00+00:00,2025-02-10 09:30:00+00:00,96382.14,97663.99,0.01329966319486168,13.299663194861681,9.999999999999999e-05,13.299563194861681,BTC/USDT
2025-02-10 14:00:00+00:00,2025-02-10 20:00:00+00:00,98215.71,97376.0,-0.008549650559976672,-8.549650559976671,9.999999999999999e-05,-8.54975055997667,BTC/USDT
2025-02-11 22:00:00+00:00,2025-02-12 04:00:00+00:00,96390.22,95299.28,-0.01131795321143579,-11.317953211435789,9.999999999999999e-05,-11.318053211435789,BTC/USDT
2025-02-12 15:00:00+00:00,2025-02-12 21:00:00+00:00,95628.92,97026.53,0.014614930295145032,14.614930295145031,9.999999999999999e-05,14.614830295145032,BTC/USDT
2025-02-14 17:00:00+00:00,2025-02-14 23:00:00+00:00,97658.7,97134.6,-0.00536664936150073,-5.36664936150073,9.999999999999999e-05,-5.366749361500729,BTC/USDT
2025-02-17 00:30:00+00:00,2025-02-17 06:30:00+00:00,96430.9,96370.41,-0.000627288555846629,-0.627288555846629,9.999999999999999e-05,-0.627388555846629,BTC/USDT
2025-02-18 21:30:00+00:00,2025-02-19 03:30:00+00:00,95159.11,95704.99,0.005736497535548668,5.7364975355486685,9.999999999999999e-05,5.736397535548669,BTC/USDT
2025-02-20 16:30:00+00:00,2025-02-20 22:30:00+00:00,97701.13,98176.79,0.0048685209679764085,4.8685209679764085,9.999999999999999e-05,4.868420967976409,BTC/USDT
2025-02-24 00:00:00+00:00,2025-02-24 06:00:00+00:00,96258.0,95727.39,-0.005512372997569039,-5.512372997569039,9.999999999999999e-05,-5.512472997569039,BTC/USDT
2025-02-24 09:30:00+00:00,2025-02-24 15:30:00+00:00,96019.5,94333.53,-0.017558620905128657,-17.558620905128656,9.999999999999999e-05,-17.558720905128656,BTC/USDT
2025-02-24 16:30:00+00:00,2025-02-24 22:30:00+00:00,94783.79,93507.73,-0.013462850557041429,-13.46285055704143,9.999999999999999e-05,-13.46295055704143,BTC/USDT
2025-02-25 12:00:00+00:00,2025-02-25 18:00:00+00:00,89239.39,87259.99,-0.02218078810265281,-22.18078810265281,9.999999999999999e-05,-22.18088810265281,BTC/USDT
2025-02-26 15:00:00+00:00,2025-02-26 21:00:00+00:00,87621.21,84384.34,-0.03694162634823246,-36.94162634823246,9.999999999999999e-05,-36.941726348232464,BTC/USDT
2025-02-28 09:30:00+00:00,2025-02-28 15:30:00+00:00,80419.19,84311.88,0.048404988908741835,48.404988908741835,9.999999999999999e-05,48.40488890874183,BTC/USDT
2025-03-02 15:30:00+00:00,2025-03-02 21:30:00+00:00,86431.07,93920.0,0.08664627199455002,86.64627199455002,9.999999999999999e-05,86.64617199455002,BTC/USDT
2025-03-03 15:30:00+00:00,2025-03-03 21:30:00+00:00,91083.99,86074.0,-0.055004068223186146,-55.004068223186145,9.999999999999999e-05,-55.00416822318615,BTC/USDT
2025-03-04 21:30:00+00:00,2025-03-05 03:30:00+00:00,88779.74,87686.0,-0.012319702670902226,-12.319702670902226,9.999999999999999e-05,-12.319802670902225,BTC/USDT
2025-03-07 01:30:00+00:00,2025-03-07 07:30:00+00:00,87119.3,88453.4,0.0153134839237688,15.3134839237688,9.999999999999999e-05,15.3133839237688,BTC/USDT
2025-03-09 18:30:00+00:00,2025-03-10 00:30:00+00:00,82996.61,80566.01,-0.02928553346937912,-29.28553346937912,9.999999999999999e-05,-29.28563346937912,BTC/USDT
2025-03-10 09:30:00+00:00,2025-03-10 15:30:00+00:00,83238.9,80264.03,-0.0357389393660896,-35.7389393660896,9.999999999999999e-05,-35.73903936608961,BTC/USDT
2025-03-11 02:00:00+00:00,2025-03-11 08:00:00+00:00,79130.65,80424.94,0.01635636760218712,16.35636760218712,9.999999999999999e-05,16.35626760218712,BTC/USDT
2025-03-14 15:30:00+00:00,2025-03-14 21:30:00+00:00,84942.84,84240.01,-0.008274152359398412,-8.274152359398412,9.999999999999999e-05,-8.274252359398412,BTC/USDT
2025-03-16 16:30:00+00:00,2025-03-16 22:30:00+00:00,84350.65,82458.67,-0.022429939781139756,-22.429939781139755,9.999999999999999e-05,-22.430039781139754,BTC/USDT
2025-03-18 07:30:00+00:00,2025-03-18 13:30:00+00:00,83140.01,82380.0,-0.009141326781173045,-9.141326781173044,9.999999999999999e-05,-9.141426781173044,BTC/USDT
2025-03-19 19:00:00+00:00,2025-03-20 01:00:00+00:00,85612.24,86017.68,0.004735771427076172,4.7357714270761715,9.999999999999999e-05,4.735671427076172,BTC/USDT
2025-03-20 14:30:00+00:00,2025-03-20 20:30:00+00:00,86344.29,84497.43,-0.021389486206904947,-21.389486206904948,9.999999999999999e-05,-21.389586206904948,BTC/USDT
2025-03-23 11:30:00+00:00,2025-03-23 17:30:00+00:00,84912.35,85250.01,0.003976571134823014,3.976571134823014,9.999999999999999e-05,3.9764711348230137,BTC/USDT
